Trait	Diff	p.val	p.adj
Chronic obstructive pulmonary disease severe	-0.0425531914893617	0.0466074776342301	1
Ovarian cancer in BRCA2 mutation carriers	-0.0425531914893617	0.00182575441787424	1
White matter integrity mean diffusivity	-0.0425531914893617	0.18120088927034	1
Serum alpha1-antitrypsin levels	-0.0425531914893617	0.199270274892408	1
Insulin levels adjusted for BMI	-0.0425531914893618	0.0561608335182148	1
Obesity extreme	-0.0428045358896423	5.23000979967894e-05	0.0674671264158583
Conduct disorder	-0.0429239200515797	0.000350181059498108	0.406210029017806
Interleukin-17 levels	-0.0431693306693306	4.86842190900076e-07	0.000732210655113714
Social communication problems	-0.043241064838374	2.74731249553036e-05	0.0363194711909114
Multiple myeloma	-0.0432654490948334	7.157520410788e-08	0.000112516220857587
Systolic blood pressure long-term average	-0.0434397163120567	0.00439789271508529	1
Exhaled nitric oxide output	-0.0434397163120567	0.00388802138981588	1
Elevated fasting plasma glucose	-0.0436170212765958	1.40227700483956e-06	0.00204592215006091
Moderate or severe diarrhoea in darapladib-treated cardiovascular disease time to event	-0.0436170212765958	8.71420336461382e-05	0.108983579952096
Age-related nuclear cataracts	-0.0436492585428756	0.000182435222266404	0.220564183720082
Beta-2 microglubulin plasma levels	-0.043693009118541	0.00471918124192979	1
Renal cell carcinoma	-0.0439969604863222	0.00837490862081455	1
Sitting height ratio	-0.0440361420236087	1.21195263560551e-07	0.000188216244309536
Tanning	-0.0441679331306991	0.00123297686773922	1
Response to radiotherapy in prostate cancer toxicity, rectal bleeding	-0.0443262411347518	0.0669995209862917	1
IgM levels	-0.0443262411347518	0.0638465519952493	1
Plasma parathyroid hormone levels	-0.0446820909586866	0.000458826423824773	0.523520949584066
Bilirubin levels	-0.0451601589899462	1.08306592405386e-05	0.0148163418410568
Body mass index adult	-0.0452127659574468	0.0751387696535613	1
Developmental language disorder	-0.0452127659574468	0.0371116426322701	1
Response to paliperidone in schizophrenia CGI-S score	-0.0454035031162691	0.000340187165097254	0.396318047338301
Facial morphology factor 9, facial height related to vertical position of nasion	-0.045419621749409	0.0002370318059214	0.281356753628702
End-stage coagulation	-0.0455412933615449	0.000468480097956536	0.533130351474538
Lipoprotein phospholipase A2 activity in cardiovascular disease	-0.0460496949858652	5.14643315603822e-06	0.00722559215107766
Erythrocyte cadmium concentration	-0.0460992907801419	0.0101480159711869	1
Response to methotrexate in juvenile idiopathic arthritis	-0.0464183053943693	0.000193231842365312	0.232264674523104
Fear of pain	-0.0469858156028369	0.0176063499307555	1
Waist-to-hip circumference ratio smoking years interaction	-0.0469858156028369	0.00518202795173599	1
Hepatitis	-0.0474290780141844	0.0139486401264341	1
Paneth cell defects in Crohn's disease	-0.0475177304964539	0.000576729164119926	0.651127226291396
Osteosarcoma	-0.0476950354609929	0.000220609090659779	0.264289690610415
Circulating cell-free DNA	-0.0478723404255319	0.343177266231841	1
Hyperemesis gravidarum	-0.0478723404255319	0.216479279167336	1
Immunoglobulin light chain AL amyloidosis liver involvement	-0.0478723404255319	0.3455888951872	1
Logical memory immediate recall in mild cognitive impairment	-0.0478723404255319	0.0721011614458736	1
Male sexual orientation	-0.0478723404255319	0.175303163255026	1
Serum total protein level	-0.0478723404255319	0.0729714281718244	1
Speech perception in dyslexia	-0.0478723404255319	0.112276814405178	1
Urinary magnesium-to-creatinine ratio	-0.0478723404255319	0.158646090911591	1
Coronary artery disease or ischemic stroke	-0.0478723404255319	0.188746063714339	1
E-selectin levels	-0.0478723404255319	0.188746063714339	1
Soluble E-selectin levels	-0.0478723404255319	0.188746063714339	1
Optic nerve measurement disc area	-0.047872340425532	0.031093982691719	1
Immune reponse to smallpox secreted IL-12p40	-0.0485372340425532	1.96274744466302e-08	3.15609789101814e-05
Sense of smell	-0.048581560283688	0.000118715813235674	0.146139166093115
Large artery stroke	-0.0486702127659575	0.00302193133680118	1
Cannabis use initiation	-0.0487275761368378	6.94479202154611e-07	0.00103477401121037
Affective disorder and suicide attempts	-0.048758865248227	0.0254010456446594	1
Childhood ear infection	-0.048822188449848	0.000926715977033818	1
GIP levels in response to oral glucose tolerance test 120 minutes	-0.0488855116514691	0.000417281518056857	0.478204619693159
Diastolic blood pressure response to hydrochlorothiazide in hypertension	-0.0490944782168187	0.00106191885114591	1
Gamma glutamyl transpeptidase	-0.0492021276595745	0.00104665485105909	1
Adverse response to chemotherapy neutropenia-over-leucopenia camptothecin	-0.0496453900709218	0.00502611193979128	1
Bone mineral density change response to combined chemotherapy in acute lymphoblastic leukemia	-0.0496453900709219	0.000764646139261723	0.847227922301989
Corneal astigmatism	-0.0496516503905249	1.41120372789363e-10	2.42727041197704e-07
Hepatitis B	-0.0497340425531915	0.00068069015024275	0.760330897821151
Interstitial lung disease	-0.0497966207759699	1.98289625097005e-06	0.00286528508265172
Birth length	-0.049822695035461	0.0125650932499436	1
Facial morphology factor 18	-0.0504426424639191	5.93304093744251e-06	0.00829439123054462
Forehead morphology	-0.0504432624113475	0.000347197302345137	0.403096068022705
Cerebrospinal AB1-42 levels in mild cognitive impairment	-0.050531914893617	0.0646931160147834	1
Urinary uric acid to urinary creatinine ratio	-0.050531914893617	0.0239000381207543	1
Life threatening arrhythmia	-0.0505319148936171	0.182312807083253	1
Oral cavity and pharyngeal cancer	-0.0505319148936171	6.4539679451557e-05	0.0824171706596383
Polycystic ovary syndrome	-0.0508645494191285	1.99564854655712e-08	3.20501156577074e-05
Plasma amyloid beta peptide concentrations ABx-42	-0.0509751773049645	0.000288380645366463	0.338558877660227
Facial emotion recognition sad faces	-0.0509751773049646	0.00342761734121136	1
Amyotrophic lateral sclerosis	-0.0512389541791596	1.08643526861187e-11	1.91647181383134e-08
Adverse response to chemotherapy in breast cancer alopecia cyclophosphamide+epirubicin+-over--5FU	-0.051418439716312	0.00291119481507818	1
Homeostasis model assessment of beta-cell function dietary factor interaction	-0.0515767477203649	0.00117689057996484	1
Cerebrospinal AB1-42 levels in normal cognition	-0.0516226090694176	4.57148139743831e-07	0.000689379394733697
Metabolite levels	-0.051671054242876	2.23567026643315e-11	3.92583698785661e-08
Facial morphology factor 7, width of cartilaginous portion of nose	-0.0518384836203985	0.00103587980450957	1
Systolic blood pressure x alcohol consumption light vs heavy interaction 2df test	-0.0518721526770273	2.13400345133383e-10	3.65127990523217e-07
Pediatric bone mineral content hip	-0.0521711444583785	9.25520553125423e-06	0.0127721836331308
Chronic bronchitis and chronic obstructive pulmonary disease	-0.0530141843971632	0.0148624537362063	1
Age-related cataracts age at onset	-0.0531914893617021	6.11170782916241e-05	0.0781687431349872
Number of live births	-0.0531914893617021	0.323896621309714	1
Number of pregnancies	-0.0531914893617021	0.323896621309714	1
Random C-peptide levels in type I diabetes	-0.0531914893617021	0.168153813827286	1
Systolic blood pressure night-to-day ratio in hypertension	-0.0531914893617021	0.0117943042687399	1
Survival in colorectal cancer non-distant metastatic	-0.0531914893617021	0.12282317955408	1
Binge eating behaviour in bipolar disorder	-0.0531914893617021	0.0603052509201156	1
Creutzfeldt-Jakob disease	-0.0531914893617021	0.110064950252088	1
Duodenal ulcer	-0.0531914893617021	0.0996754085005362	1
Folate pathway vitamin levels	-0.0531914893617021	0.0402555656336259	1
Hip circumference psychosocial stress interaction	-0.0531914893617021	0.0393618718527974	1
White matter hyperintensity volume in cerebral autosomal-dominant arteriopathy with subcortical infarcts and leukoencephalopathy	-0.0531914893617021	0.00428463184906703	1
Systolic blood pressure change trajectories	-0.0536347517730496	0.00174819720984	1
Plasma omega-6 polyunsaturated fatty acid levels dihomo-gamma-linolenic acid	-0.0541814420803782	0.000281337944728132	0.330853423000283
IgG bisecting N-acetyl glucosamine phenotypes multivariate analysis	-0.0545212765957447	0.00637871514990741	1
QT interval ambient particulate matter interaction	-0.0545212765957447	0.0022265990545683	1
Anxiety disorder	-0.054526649473458	3.33085846112953e-07	0.000506956657783914
Heart rate response to recovery post exercise 40 sec	-0.0545615731785944	1.36753495976277e-06	0.00199933611117317
Childhood and early adolescence aggressive behavior	-0.05459726443769	0.0013062240014891	1
Biochemical measures	-0.0547227595099935	1.10986058383918e-08	1.80685303049018e-05
Parental longevity combined parental attained age, Martingale residuals	-0.0548572734480391	1.4316417379967e-09	2.38654677724049e-06
Logical memory immediate recall in normal cognition	-0.0548758865248227	0.00826760630641248	1
C-reactive protein levels	-0.0548954591507782	7.7928511845133e-10	1.30686114364288e-06
Dementia and core Alzheimer's disease neuropathologic changes	-0.0548995682561076	1.10010847147383e-06	0.0016154634204312
Blood osmolality transformed sodium	-0.0552253827558462	8.7875978414016e-14	1.59494900821439e-10
Acute insulin response	-0.0553191489361702	0.00061719876186873	0.693731408340453
Gastroesophageal reflux disease	-0.0555851063829788	0.00251538289874319	1
Metabolite levels 5-HIAA	-0.0555851063829788	0.000993034012679885	1
Cerebrospinal fluid p-tau levels in normal cognition	-0.0558510638297872	0.056737024711645	1
Vaginal discharge metrorrhagia	-0.0558510638297872	0.106977260382964	1
Subclinical trait of interstitial lung disease basilar percentage of high attenuation areas on CT scan	-0.0558510638297872	1.16066936420361e-05	0.0158083167404531
HIV-associated neurocognitive disorder	-0.0558510638297873	0.00996395934200483	1
Urinary metabolite concentrations in chronic kidney disease	-0.0561043566362715	0.00114220073548543	1
Cerebrospinal fluid levels of Alzheimer's disease-related proteins	-0.0562943262411347	0.00550268074601008	1
Multiple system atrophy	-0.0564969604863222	1.39126071587135e-06	0.00203263190588805
Heart rate response to recovery post exercise 10 sec	-0.0570072657838616	1.06359408172875e-07	0.000165814317341512
Alcohol dependence symptom count	-0.0571777808479937	2.10312542632695e-05	0.028013630678675
Hepatocellular carcinoma	-0.0574468085106383	0.00237893210042738	1
Diastolic blood pressure night-to-day ratio in hypertension	-0.0579787234042553	0.000189058762406892	0.227815808700305
Subclinical trait of interstitial lung disease basilar peel-core ratio of high attentuation areas on CT scan	-0.0580673758865248	2.06109968936492e-06	0.00297210575206422
Thyroid stimulating hormone	-0.0581659423180074	3.98351639776448e-08	6.32582403964999e-05
Mammographic density dense area	-0.0581721470019343	2.55756837430606e-06	0.00364709250176044
Corrected insulin response adjusted for insulin sensitivity index	-0.0582446808510638	0.00270620268770013	1
Corrected insulin response	-0.0582446808510638	0.00270620268770013	1
Classic bladder exstrophy	-0.0582739955080381	3.34963294882203e-10	5.69102638004864e-07
Serum prostate-specific antigen levels	-0.0583333333333333	0.00669707911525784	1
Worry too long after an embarrassing experience	-0.0584499454446264	1.14751451738238e-11	2.02306809414514e-08
Red blood cell density in sickle cell anemia	-0.0584557581898007	1.06057632740715e-06	0.00156116835394333
Lipoprotein-associated phospholipase A2 activity change in response to darapladib treatment in cardiovascular disease	-0.0585106382978723	0.0425108207596495	1
Peak insulin response	-0.0585106382978723	0.00173006305271244	1
Total bilirubin levels in HIV-1 infection	-0.0585106382978723	0.243856017642352	1
Hip bone size	-0.0585106382978724	0.0196862923755987	1
Ossification of the posterior longitudinal ligament of the spine	-0.0586879432624113	1.28868173979443e-05	0.0174229771220207
Tumor necrosis factor alpha levels	-0.0587132725430598	2.96184983202172e-06	0.00421175046113488
Renal underexcretion gout	-0.0587892603850051	1.58366722460393e-05	0.0212528141541847
Narcolepsy	-0.0590425531914893	0.000795768975765623	0.879324718221013
Breast Cancer in BRCA1 mutation carriers	-0.0591274859891881	9.7341649173886e-08	0.000152144997658784
Bone mineral density paediatric, total body less head	-0.059492147922999	5.27288407601847e-05	0.0679674757398781
Dermatomyositis or juvenile dermatomyositis	-0.0602836879432623	0.035199521961343	1
Glaucoma low intraocular pressure	-0.0602836879432624	0.0223448207119859	1
Heart rate response to recovery post exercise 30 sec	-0.0604287556415216	2.23415356929122e-07	0.000343165988243131
Bipolar disorder and eating disorder	-0.0608008274231679	8.74039145071834e-05	0.109167489219472
IgG monogalactosylation phenotypes multivariate analysis	-0.0608156028368794	0.00149505853749439	1
Chronic kidney disease	-0.0608472093740364	4.68325799484182e-10	7.92407252727237e-07
Neurofibrillary tangles	-0.0609577492282437	1.41963428926858e-06	0.00206840715946431
Possible neuropathic pain in post total joint replacement surgery for osteoarthritis	-0.0611702127659574	0.002886969168342	1
Optic disc parameters	-0.0611702127659575	0.0680765170216173	1
Immunoglobulin light chain AL amyloidosis	-0.0615248226950355	0.000467664281177527	0.532669616261203
Heart rate response to recovery post exercise 20 sec	-0.061592042709064	2.41897711137385e-09	4.00340711932372e-06
Complement C3 and C4 levels	-0.0617021276595744	1.40061860700743e-06	0.00204490316623085
Forced expiratory volume in 1 second environmental tobacco smoke interaction	-0.0620567375886525	0.0169648990784414	1
Drug-induced Stevens-Johnson syndrome or toxic epidermal necrolysis SJS-over-TEN	-0.0620567375886525	0.0252584497087141	1
Glaucoma primary open-angle	-0.0627644247260549	2.7187051228887e-16	5.06222893881875e-13
Middle childhood and early adolescence aggressive behavior	-0.062854609929078	0.000676176061024826	0.75664101228678
Response to citalopram treatment	-0.0630699088145896	8.39734809885446e-05	0.105302745159635
Hip circumference adjusted for BMI	-0.0633865248226951	0.000821130734407822	0.903243807848604
Platelet-derived growth factor BB levels	-0.0633890931763271	2.46543739927901e-10	4.20850164056928e-07
Sex hormone-binding globulin levels	-0.063801889599762	2.83288774729017e-07	0.000433431825335396
Butyrylcholinesterase levels	-0.0638297872340425	0.0167548123374769	1
Sexual dysfunction female	-0.0638297872340425	0.0010738683784022	1
Resistance to Mycobacterium tuberculosis in HIV-positive individuals measured by a negative tuberculin skin test dichotomous	-0.0638297872340425	0.000793604757318542	0.877726861594308
HPV seropositivity	-0.0638297872340426	0.155080010695551	1
Attention deficit hyperactivity disorder symptoms maternal expressed emotions interaction	-0.0638297872340426	0.000180279375306623	0.218498602871627
Matrix metalloproteinase-8 levels	-0.0638297872340426	0.079616713086733	1
middle facial morphology traits quantitative measurement	-0.0638297872340426	0.0221471742377611	1
Response to thiopurine immunosuppressants in inflammatory bowel disease pancreatitis azathioprine and mercaptopurine	-0.0638297872340426	0.22191061937369	1
Fasting blood glucose	-0.0639154199974469	1.41015899153129e-10	2.42688362442535e-07
Asthma childhood onset	-0.0639162668613545	1.01829293171105e-07	0.000158853697346923
Cardiac Troponin-T levels	-0.0643384215388282	1.35465659237518e-08	2.19860764942491e-05
Response to anti-TNF therapy in rheumatoid arthritis	-0.0645833333333333	3.79342857529459e-06	0.00536011457689125
Tooth agenesis	-0.0651595744680851	0.00151452407470781	1
Superior frontal gyrus grey matter volume	-0.0651912360688956	4.42191522600866e-05	0.057705993699413
Bone ultrasound measurement broadband ultrasound attenuation	-0.0653028635076508	1.83720580166457e-08	2.96157575228328e-05
Maximum cranial width	-0.0654085276425702	7.67421949544478e-10	1.28773403133563e-06
Bone mineral density hip	-0.0654133027780114	2.49686826333216e-13	4.51184095184122e-10
IgG galactosylation phenotypes multivariate analysis	-0.0655015197568388	0.000173412346022002	0.210696000416733
Bortezomib-induced peripheral neuropathy in multiple myeloma	-0.0656028368794327	0.0043834644039938	1
vWF and FVIII levels	-0.0657640232108318	1.58710290528918e-09	2.6409392344012e-06
Optic cup area	-0.0660460992907801	0.00492936070939999	1
Cerebrospinal fluid p-tau levels	-0.0664893617021275	0.00648598359493373	1
Anxiety in major depressive disorder	-0.0664893617021276	0.0265408418233517	1
Cranial base width	-0.0664893617021277	0.00656074659221151	1
Neonatal cytokine-over-chemokine levels maternal genetic effect	-0.0664893617021277	0.000514290431292462	0.584233929948237
IgG disialylation phenotypes multivariate analysis	-0.0678191489361702	0.00212840035835773	1
Amino acid levels	-0.0681104356636271	4.27241415010694e-05	0.0558404529418977
Attention deficit hyperactivity disorder or cannabis use	-0.0683380449337897	2.93487769866846e-06	0.00417633096520522
Interleukin-1-beta levels	-0.0683573961499493	2.38970759507578e-07	0.000366820115844132
Sleep duration	-0.0690632924475786	3.1228861844229e-15	5.76172501026024e-12
Bipolar disorder and schizophrenia	-0.0691489361702127	0.000364297271972486	0.421856240944138
Neuroblastoma high-risk	-0.0691489361702128	0.101836027891002	1
Alcohol and nicotine co-dependence	-0.0691489361702128	0.0597075206575781	1
Brain structure hippocampal volume	-0.0691489361702128	0.00616337435657101	1
Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder	-0.0691616376952809	5.19305868194817e-07	0.000779478108160421
Febrile seizures MMR vaccine-unrelated	-0.0700354609929079	0.0197253694801969	1
Waist circumference adjusted for BMI in inactive individuals	-0.0703394123606889	0.00146972599239953	1
Seasonality	-0.0703900709219857	6.23492200582306e-05	0.0796823032344187
Residual cognition	-0.0704576156703815	5.4705139941665e-09	8.97711346442722e-06
Susceptibility to persistent hepatitis B virus infection	-0.0704787234042553	0.00302173362917391	1
Hepatocyte growth factor levels	-0.0705284077624503	3.02530191110311e-11	5.29125304251933e-08
Neuroblastoma	-0.0706686930091185	0.00104798358031867	1
&beta;2-Glycoprotein I &beta;2-GPI plasma levels	-0.0707446808510638	3.77801878896203e-06	0.00534211856759231
Ability to confide in someone	-0.0709219858156029	0.00324735254849423	1
Facial morphology factor 5, width of mouth relative to central midface	-0.0712322695035461	5.38142996487976e-06	0.00753938338079655
Lipoprotein-associated phospholipase A2 activity and mass	-0.071623146357189	4.30338856722473e-13	7.73749264387007e-10
Chronotype	-0.0716300452259464	6.97167513145833e-14	1.26745053889912e-10
Response to quetiapine in schizophrenia	-0.0717262347581495	8.96823813421686e-05	0.111923611915026
Pemphigus vulgaris	-0.0718085106382979	0.0093855411600074	1
Shingles	-0.0718085106382979	0.0181588247246648	1
Advanced glycation end-product levels	-0.0718085106382979	1.30897832718184e-05	0.0176581176336831
Brown vs. black hair color	-0.0719660879900242	2.23764257431087e-09	3.70553610305879e-06
Economic and political preferences fairness	-0.0725177304964539	0.00142047625978148	1
Neonatal cytokine-over-chemokine levels fetal genetic effect	-0.072557835190814	1.32353783524869e-08	2.14942544444388e-05
Migraine - clinic-based	-0.0731382978723404	9.64021454989122e-11	1.66872113858617e-07
Plasma plasminogen activator levels	-0.0740248226950355	0.00111627914767839	1
Inflammatory biomarkers	-0.0740881458966565	2.3336666237732e-05	0.0310377660961836
Testosterone levels	-0.074290780141844	6.98399118596873e-05	0.0886880475049011
Peanut allergy	-0.0744680851063829	0.0876825919761185	1
Serum lipase activity	-0.074468085106383	0.00999951663382731	1
Fetal hemoglobin levels	-0.074468085106383	0.168589664932662	1
Plasma androstenedione levels in resected early stage-receptor positive breast cancer	-0.0757978723404255	5.43916266994205e-05	0.0700020235621541
Pain medicine use during menstruation	-0.0759371833839919	9.41763304582325e-06	0.0129680807040986
Hemoglobin	-0.0760933806146573	2.41421864340235e-10	4.12348544293121e-07
Glycerophospholipid levels	-0.076241134751773	0.00318204462016111	1
Vitamin B12 levels	-0.076241134751773	3.23656449478371e-12	5.75784823622023e-09
Type 2 diabetes and other traits	-0.0762411347517731	7.65123858123394e-06	0.0106122679121715
Loneliness	-0.0762545669460563	4.17246710990991e-08	6.62170530342702e-05
Body mass index x sex x age interaction 4df test	-0.0764426176660219	9.2551986276498e-08	0.000144843858522719
Bone fracture in osteoporosis	-0.0767983789260386	4.18127699792883e-08	6.63150531871513e-05
Serum dimethylarginine levels asymmetric-over-symetric ratio	-0.0773049645390071	1.68890173974888e-05	0.02259750527784
Crohn's disease-related phenotypes	-0.0776595744680851	1.76474000136915e-05	0.0235945738183055
Carotid intima media thickness	-0.0776595744680851	1.28884627534311e-05	0.0174229771220207
Pneumoconiosis in silica exposure	-0.0780141843971631	0.00216055074668163	1
IgG fucosylation phenotypes multivariate analysis	-0.0781914893617021	2.02732554301247e-05	0.0270445227437864
Homocysteine levels	-0.0783365570599613	4.78932288831948e-11	8.35257911722917e-08
Hemoglobin levels	-0.0787234042553191	4.84074236174741e-06	0.00680608376061686
Vertical cup-disc ratio	-0.0788583957285788	8.1795106911657e-10	1.37006804077025e-06
Cardiac structure and function	-0.0797872340425531	0.000300027486605648	0.351032159328608
Adverse response to chemotherapy neutropenia-over-leucopenia cyclophosphamide	-0.0797872340425532	0.00245755742297322	1
Bronchial hyperresponsiveness in asthma	-0.0797872340425532	0.111997589413497	1
Mononucleosis	-0.0797872340425532	0.115186978316898	1
Non-obstructive azoospermia	-0.0797872340425532	0.116944671719697	1
Asthma toluene diisocyanate-induced	-0.0797872340425533	0.00249229397858354	1
Alzheimer's disease biomarkers	-0.0801852107703172	1.81620337772814e-07	0.000279876940507906
Placental abruption	-0.0807624113475177	9.9770918761927e-08	0.000155742404187368
Airway responsiveness in chronic obstructive pulmonary disease	-0.0807921688240836	2.04664315639646e-13	3.70033082676481e-10
Menstruation quality of life impact acne	-0.0811803444782168	1.83538421133929e-06	0.00265580095380796
Freckling	-0.081560283687943	1.46144602156275e-06	0.00212786540739537
Hippocampal subfield CA3 volume	-0.0815602836879432	3.24902597536364e-05	0.0427246915760319
HIV-associated neurocognitive disorder mild neurocognitive disorder or asymptomatic neurocognitive impairment	-0.0815602836879433	0.000136749862235063	0.167245081513482
Skin pigmentation	-0.0815617805316967	7.0717355942931e-24	1.34928715139112e-20
Mammographic density	-0.0819148936170213	1.27803935296607e-05	0.017291872445631
Tourette's syndrome or obsessive-compulsive disorder	-0.08228128254724	1.20319343231015e-10	2.07189909043809e-07
White matter hyperintensity burden	-0.0823560452549815	4.2195046466171e-06	0.00595794056102335
Neuromyelitis optica AQP4-IgG-positive	-0.0824468085106383	0.00223859199434664	1
Neuromyelitis optica	-0.0824468085106383	0.00223859199434664	1
Nicotine use	-0.0824468085106383	6.99427437517414e-09	1.14286443290345e-05
Mortality in sepsis	-0.0825122424856468	4.63263580842672e-10	7.84305242366643e-07
Recalcitrant atopic dermatitis	-0.0827127659574468	1.09797072224669e-05	0.0149873003586673
Body mass index  smoking years interaction	-0.0833333333333332	3.40789253348636e-06	0.00482557582741669
IgG N-glycosylation phenotypes multivariate analysis	-0.0835233029381965	3.12254869218014e-07	0.00047650093042669
Mumps	-0.0842198581560284	0.000393644053888948	0.453477950080068
Interleukin-4 levels	-0.0844953214634064	1.01991311987886e-10	1.76342978427056e-07
Loneliness MTAG	-0.0847158160987947	1.34804844984883e-09	2.24854481434786e-06
Neuroblastoma MYCN amplification	-0.0851063829787234	0.00270652696258365	1
Major depressive disorder stressful life events interaction	-0.0851063829787234	5.03597695139928e-05	0.0650648222120788
Huntington's disease progression	-0.0851063829787234	0.00374190119116409	1
Myocardial infarction in hypertension calcium channel blocker interaction	-0.0851063829787234	0.0567162972694649	1
Epilepsy generalized	-0.0854609929078014	1.18786392088116e-10	2.04668953567823e-07
Photic sneeze reflex	-0.0859929078014185	1.60019674749306e-06	0.00232508587410741
Bone properties heel	-0.0859929078014185	0.0059264970726445	1
Systolic blood pressure cigarette smoking interaction	-0.086195542046606	1.56563604029012e-09	2.60834964312334e-06
Fast beta electroencephalogram	-0.087322695035461	8.16982124126428e-05	0.102531256577867
Interleukin-5 levels	-0.0873965721040189	5.32677128263025e-11	9.27390880305926e-08
Coffee consumption	-0.0876625295508274	1.00306170652141e-10	1.73529675228205e-07
Blood pressure measurement cold pressor test	-0.0877659574468085	0.00394381331678239	1
Waist-to-hip circumference ratio dietary energy interaction	-0.0877659574468085	4.02550222509898e-05	0.0527340791487967
Cerebrospinal fluid t-tau levels in Alzheimer's disease dementia	-0.0877659574468085	0.00467632769114543	1
Response to simvastatin treatment PCSK9 protein level change	-0.0881458966565349	2.03404339903593e-08	3.26463965545267e-05
Economic and political preferences	-0.0887632978723404	9.68522607077513e-15	1.77820750659431e-11
Suicide risk	-0.0895390070921985	0.000654353763576769	0.732876215205982
Asparaginase hypersensitivity in acute lymphoblastic leukemia	-0.0899949341438704	2.74404987743053e-07	0.000420388441222357
Smoking cessation in chronic obstructive pulmonary disease	-0.0901469098277608	9.1570495516521e-08	0.000143399395978872
Apolipoprotein A-IV levels	-0.0904255319148935	0.000844614298686553	0.927386499957835
Incremental insulin	-0.0904255319148936	6.97233077868719e-05	0.0886880475049011
Chronic kidney disease severe chronic kidney disease vs normal kidney function in type 1 diabetes	-0.0904255319148937	0.0139581024997918	1
Regular attendance at a religious group	-0.090434223334724	6.66478426798979e-15	1.22632030531012e-11
Fractional exhaled nitric oxide childhood	-0.0904635258358663	5.633610854654e-09	9.23912180163256e-06
Emphysema distribution in smoking	-0.0908687943262411	5.97318385870986e-10	1.00648148019261e-06
Facial morphology factor 3, length of philtrum	-0.0926713947990544	1.03315144167736e-14	1.89479974403628e-11
Estradiol levels	-0.0929964539007092	1.14592216727121e-08	1.86441536615027e-05
Allergic dermatitis nickel	-0.0930851063829787	0.00422525354747568	1
Cutaneous malignant melanoma	-0.0936291102514507	1.58274144568084e-09	2.6352645070586e-06
Body mass index in asthmatics	-0.0938829787234043	1.09970280492253e-06	0.0016154634204312
Body mass index in non-asthmatics	-0.0939716312056737	1.08132792620538e-10	1.86637200063049e-07
Self-rated health	-0.0941341607565012	3.06842691738371e-09	5.05983598676574e-06
Abdominal aortic aneurysm	-0.0942521131350919	1.85552283163928e-14	3.39004021340497e-11
Delta-6 desaturase activity	-0.0952127659574468	1.67575552396595e-07	0.000258401501795549
Eye color traits	-0.0957446808510638	0.0592397490238421	1
Elevated serum prostate-specific antigen levels in healthy men	-0.0957446808510638	0.0360925845660176	1
Dermatomyositis	-0.0957446808510638	0.000226837182547165	0.270843595961315
Androgen levels	-0.0957446808510639	0.0689568774911452	1
Left ventricular fractional shortening	-0.0957446808510639	0.0327698315311024	1
Pulmonary function in asthmatics	-0.0973488686254644	1.58829801975371e-11	2.79540451476652e-08
Dysmenorrheic pain	-0.097517730496454	0.000183429927438819	0.221216492491216
Dentate gyrus granule cell layer volume	-0.0983156028368795	3.40847853731391e-08	5.42970630994105e-05
Hippocampal subfield CA4 volume	-0.0983156028368795	3.40847853731391e-08	5.42970630994105e-05
Atopic march	-0.0984042553191489	7.06858703521796e-09	1.15430026285109e-05
Esophageal adenocarcinoma x smoking interaction	-0.0984042553191489	7.58442804493001e-06	0.0105271861263629
Hippocampal subfield CA1 volume corrected for total hippocampal volume	-0.0984042553191489	4.88015597287079e-05	0.0631980198486767
Response to gemcitabine in pancreatic cancer	-0.099113475177305	4.22701467009483e-12	7.49872402474823e-09
Insulin disposition index	-0.0992907801418441	0.000312007923552084	0.364737262632386
Blood pressure traits multi-trait analysis	-0.0993161094224924	2.19243124572652e-07	0.000336976682468166
Obesity early onset extreme	-0.100689069487444	9.31995762836451e-19	1.76147199176089e-15
Cerebrospinal fluid α-synuclein levels	-0.100797872340426	8.94323096157364e-11	1.54986192564071e-07
B cell non-Hodgkin lymphoma	-0.101063829787234	0.0193724450705305	1
Biomedical quantitative traits	-0.101063829787234	0.000759937168624388	0.842770320004446
Tooth agenesis mandibular third molar	-0.101063829787234	0.000299069731136919	0.350456906056698
Sleep duration oversleepers vs undersleepers	-0.101063829787234	0.00206678038049963	1
Rhegmatogenous retinal detachment	-0.101950354609929	5.35146600539545e-15	9.85740038193841e-12
Feeling lonely	-0.102127659574468	2.57564726374092e-10	4.39405423194201e-07
IgG sialylation phenotypes multivariate analysis	-0.102203647416413	4.40766086011344e-08	6.9861424632798e-05
Visceral adipose tissue-over-subcutaneous adipose tissue ratio adjusted for BMI	-0.102836879432624	0.000174114111805894	0.211374531732355
Kidney disease early stage in type 1 diabetes	-0.104609929078014	0.000243574241830983	0.288635476569715
Remission after SSRI treatment in MDD or neuroticism	-0.104736575481256	7.21851012564394e-09	1.17806085250509e-05
Leisure-time exercise behaviour	-0.105053191489362	1.65877537687414e-06	0.0024052242964675
Delta-5 desaturase activity response to n3-polyunsaturated fat supplement	-0.106028368794326	7.68211972791129e-17	1.43501996517383e-13
Plasma amyloid beta peptide concentrations ABx-40	-0.106319655521783	3.26002381083836e-10	5.54204047842521e-07
Response to risperidone in schizophrenia	-0.106382978723404	0.00163478470815924	1
